scenario_id,system_type,run_id,random_seed,t_start_sec,t_end_sec,t_execution_sec,tasks_completed,cpu_mean_pct,cpu_min_pct,cpu_max_pct,cpu_std_pct,mem_mean_pct,mem_min_pct,mem_max_pct,mem_std_pct,total_core_seconds,efficiency_tasks_per_core_sec,adaptation_overhead_sec,adaptation_events_count,s3_detection_delay_sec,s3_adaptation_initiation_sec,s3_stabilization_time_sec,param_alpha,param_beta,param_gamma,param_initial_cores
S3,BASELINE,20,1020,0,80,80,4022,28.55,6.04,62.68,15.95,15.55,11.04,21.08,3.5,320,1256.875,0,0,,,6,0.45,0.35,0.2,4
S3,SAMCS,20,1020,0,89.3,89.3,4022,8.37,5,16.62,3.65,15.55,11.04,21.08,3.5,1160,346.7241,9.3,8,0,0,6,0.45,0.35,0.2,4
S3,BASELINE,21,1021,0,80,80,4062,29.28,5.27,66.41,16.29,15.5,11.1,20.91,3.51,320,1269.375,0,0,,,6,0.45,0.35,0.2,4
S3,SAMCS,21,1021,0,89.3,89.3,4062,9.01,5,18.26,3.8,15.5,11.1,20.91,3.51,1160,350.1724,9.3,8,0,0,6,0.45,0.35,0.2,4
S3,BASELINE,22,1022,0,81,81,4077,28.76,5,58.27,14.88,15.58,11.05,20.87,3.51,324,1258.3333,0,0,,,6,0.45,0.35,0.2,4
S3,SAMCS,22,1022,0,90.315,90.315,4077,8.55,5,17.31,3.43,15.58,11.05,20.87,3.51,1176,346.6837,9.315,8,0,0,6,0.45,0.35,0.2,4
S3,BASELINE,23,1023,0,79,79,4016,28.92,6.04,67.17,16.07,15.43,11.01,20.94,3.44,316,1270.8861,0,0,,,6,0.45,0.35,0.2,4
S3,SAMCS,23,1023,0,88.285,88.285,4016,8.59,5,21.28,3.73,15.43,11.01,20.94,3.44,1144,351.049,9.285,8,0,0,6,0.45,0.35,0.2,4
S3,BASELINE,24,1024,0,81,81,4014,28.18,7.46,55.01,14.52,15.56,11.18,20.93,3.47,324,1238.8889,0,0,,,6,0.45,0.35,0.2,4
S3,SAMCS,24,1024,0,90.315,90.315,4014,8.22,5,16.28,3.25,15.56,11.18,20.93,3.47,1176,341.3265,9.315,8,0,0,6,0.45,0.35,0.2,4
S3,BASELINE,25,1025,0,81,81,4071,28.47,6.38,54.51,15.08,15.65,11.21,21.06,3.52,324,1256.4815,0,0,,,6,0.45,0.35,0.2,4
S3,SAMCS,25,1025,0,90.315,90.315,4071,8.42,5,15.1,3.37,15.65,11.21,21.06,3.52,1176,346.1735,9.315,8,0,0,6,0.45,0.35,0.2,4
S3,BASELINE,26,1026,0,80,80,4067,28.81,7.48,56.11,14.57,15.55,10.96,21.38,3.46,320,1270.9375,0,0,,,6,0.45,0.35,0.2,4
S3,SAMCS,26,1026,0,89.3,89.3,4067,8.32,5,16.54,3.31,15.55,10.96,21.38,3.46,1160,350.6034,9.3,8,0,0,6,0.45,0.35,0.2,4
S3,BASELINE,27,1027,0,80,80,4016,29.15,6.68,59.67,15.15,15.52,10.97,20.95,3.54,320,1255,0,0,,,6,0.45,0.35,0.2,4
S3,SAMCS,27,1027,0,89.3,89.3,4016,8.95,5,17.79,3.65,15.52,10.97,20.95,3.54,1160,346.2069,9.3,8,0,0,6,0.45,0.35,0.2,4
S3,BASELINE,28,1028,0,79,79,4022,29.16,5,66.21,16.04,15.43,10.91,21.21,3.56,316,1272.7848,0,0,,,6,0.45,0.35,0.2,4
S3,SAMCS,28,1028,0,88.285,88.285,4022,8.66,5,18.86,3.69,15.43,10.91,21.21,3.56,1144,351.5734,9.285,8,0,0,6,0.45,0.35,0.2,4
S3,BASELINE,29,1029,0,79,79,4031,28.93,6.24,58.36,14.88,15.44,10.98,20.94,3.5,316,1275.6329,0,0,,,6,0.45,0.35,0.2,4
S3,SAMCS,29,1029,0,88.285,88.285,4031,8.42,5,15.54,3.24,15.44,10.98,20.94,3.5,1144,352.3601,9.285,8,0,0,6,0.45,0.35,0.2,4
S3,BASELINE,30,1030,0,79,79,4052,29.01,5,60.18,15.11,15.45,11.22,21.12,3.46,316,1282.2785,0,0,,,6,0.45,0.35,0.2,4
S3,SAMCS,30,1030,0,88.285,88.285,4052,8.42,5,16.82,3.34,15.45,11.22,21.12,3.46,1144,354.1958,9.285,8,0,0,6,0.45,0.35,0.2,4
